gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,curcd,costat,ggroup,gind,gsector,gsubind
005492,20160630,2016,INDL,C,D,STD,USD,A,2010,201010,20,20101010
005492,20170630,2017,INDL,C,D,STD,USD,A,2010,201010,20,20101010
005742,20001231,2000,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20011231,2001,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20021231,2002,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20031231,2003,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20041231,2004,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20051231,2005,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20061231,2006,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20071231,2007,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20081231,2008,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20091231,2009,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20101231,2010,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20111231,2011,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20121231,2012,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20131231,2013,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20141231,2014,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20151231,2015,INDL,C,D,STD,USD,A,5510,551030,55,55103010
005742,20161231,2016,INDL,C,D,STD,USD,A,5510,551030,55,55103010
006435,20001231,2000,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20011231,2001,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20021231,2002,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20031231,2003,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20041231,2004,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20051231,2005,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20061231,2006,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20071231,2007,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20081231,2008,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20091231,2009,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20101231,2010,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20111231,2011,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20121231,2012,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20131231,2013,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20141231,2014,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20151231,2015,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006435,20161231,2016,INDL,C,D,STD,USD,A,3030,303010,30,30301010
006788,20001231,2000,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20011231,2001,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20021231,2002,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20031231,2003,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20041231,2004,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20051231,2005,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20061231,2006,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20071231,2007,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20081231,2008,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20091231,2009,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20101231,2010,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20111231,2011,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20121231,2012,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20131231,2013,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20141231,2014,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20151231,2015,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006788,20161231,2016,INDL,C,D,STD,USD,A,1010,101020,10,10102020
006829,20000131,1999,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20010131,2000,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20020131,2001,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20030131,2002,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20040131,2003,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20050131,2004,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20060131,2005,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20070131,2006,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20080131,2007,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20090131,2008,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20100131,2009,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20110131,2010,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20120131,2011,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20130131,2012,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20140131,2013,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20150131,2014,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20160131,2015,INDL,C,D,STD,USD,A,2550,255040,25,25504030
006829,20170131,2016,INDL,C,D,STD,USD,A,2550,255040,25,25504030
007163,20001231,2000,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20011231,2001,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20021231,2002,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20031231,2003,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20041231,2004,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20051231,2005,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20061231,2006,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20071231,2007,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20081231,2008,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20091231,2009,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20101231,2010,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20111231,2011,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20121231,2012,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20131231,2013,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20141231,2014,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20151231,2015,INDL,C,D,STD,USD,A,4020,402030,40,40203040
007163,20161231,2016,INDL,C,D,STD,USD,A,4020,402030,40,40203040
008113,20001231,2000,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20011231,2001,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20021231,2002,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20031231,2003,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20041231,2004,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20051231,2005,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20061231,2006,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20071231,2007,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20081231,2008,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20091231,2009,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20101231,2010,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20111231,2011,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20121231,2012,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20131231,2013,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20141231,2014,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20151231,2015,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008113,20161231,2016,INDL,C,D,STD,USD,A,5510,551010,55,55101010
008358,20000630,2000,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20010630,2001,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20020630,2002,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20030630,2003,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20040630,2004,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20050630,2005,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20060630,2006,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20070630,2007,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20080630,2008,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20090630,2009,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20100630,2010,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20110630,2011,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20120630,2012,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20130630,2013,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20140630,2014,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20150630,2015,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20160630,2016,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008358,20170630,2017,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008402,20000531,1999,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20010531,2000,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20020531,2001,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20030531,2002,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20040531,2003,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20050531,2004,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20060531,2005,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20070531,2006,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20080531,2007,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20090531,2008,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20100531,2009,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20110531,2010,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20120531,2011,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20130531,2012,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20140531,2013,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20150531,2014,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20160531,2015,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008402,20170531,2016,INDL,C,D,STD,USD,A,4510,451020,45,45102020
008463,20001231,2000,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20011231,2001,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20021231,2002,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20031231,2003,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20041231,2004,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20051231,2005,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20061231,2006,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20071231,2007,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20081231,2008,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20091231,2009,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20101231,2010,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20111231,2011,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20121231,2012,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20131231,2013,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20141231,2014,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20151231,2015,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008463,20161231,2016,INDL,C,D,STD,USD,A,2010,201060,20,20106020
008479,20001231,2000,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20011231,2001,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20021231,2002,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20031231,2003,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20041231,2004,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20051231,2005,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20061231,2006,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20071231,2007,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20081231,2008,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20091231,2009,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20101231,2010,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20111231,2011,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20121231,2012,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20131231,2013,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20141231,2014,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20151231,2015,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008479,20161231,2016,INDL,C,D,STD,USD,A,3020,302010,30,30201030
008549,20001231,2000,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20011231,2001,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20021231,2002,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20031231,2003,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20041231,2004,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20051231,2005,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20061231,2006,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20071231,2007,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20081231,2008,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20091231,2009,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20101231,2010,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20111231,2011,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20121231,2012,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20131231,2013,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20141231,2014,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20151231,2015,INDL,C,D,STD,USD,A,1010,101020,10,10102020
008549,20161231,2016,INDL,C,D,STD,USD,A,1010,101020,10,10102020
009599,20000131,1999,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20010131,2000,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20020131,2001,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20030131,2002,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20040131,2003,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20050131,2004,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20060131,2005,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20070131,2006,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20080131,2007,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20090131,2008,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20100131,2009,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20110131,2010,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20120131,2011,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20130131,2012,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20140131,2013,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20150131,2014,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20160131,2015,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009599,20170131,2016,INDL,C,D,STD,USD,A,4530,453010,45,45301020
009667,20001231,2000,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20011231,2001,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20021231,2002,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20031231,2003,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20041231,2004,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20051231,2005,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20061231,2006,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20071231,2007,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20081231,2008,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20091231,2009,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20101231,2010,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20111231,2011,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20121231,2012,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20131231,2013,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20141231,2014,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20151231,2015,INDL,C,D,STD,USD,A,1510,151010,15,15101050
009667,20161231,2016,INDL,C,D,STD,USD,A,1510,151010,15,15101050
010005,20001231,2000,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20011231,2001,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20021231,2002,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20031231,2003,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20041231,2004,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20051231,2005,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20061231,2006,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20071231,2007,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20081231,2008,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20091231,2009,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20101231,2010,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20111231,2011,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20121231,2012,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010005,20131231,2013,INDL,C,D,STD,USD,I,2020,202010,20,20201010
010247,20000630,2000,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20010630,2001,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20020630,2002,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20030630,2003,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20040630,2004,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20050630,2005,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20060630,2006,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20070630,2007,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20080630,2008,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20090630,2009,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20100630,2010,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20110630,2011,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20120630,2012,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20130630,2013,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20140630,2014,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20150630,2015,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20160630,2016,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010247,20170630,2017,INDL,C,D,STD,USD,A,3010,301010,30,30101020
010983,20001231,2000,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20011231,2001,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20021231,2002,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20031231,2003,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20041231,2004,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20051231,2005,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20061231,2006,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20071231,2007,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20081231,2008,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20091231,2009,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20101231,2010,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20111231,2011,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20121231,2012,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20131231,2013,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20141231,2014,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20151231,2015,INDL,C,D,STD,USD,A,2010,201010,20,20101010
010983,20161231,2016,INDL,C,D,STD,USD,A,2010,201010,20,20101010
011115,20000930,2000,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20010930,2001,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20020930,2002,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20030930,2003,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20040930,2004,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20050930,2005,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20060930,2006,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20070930,2007,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20080930,2008,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20090930,2009,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20100930,2010,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20110930,2011,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20120930,2012,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20130930,2013,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20140930,2014,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20150930,2015,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20160930,2016,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011115,20170930,2017,INDL,C,D,STD,USD,A,3510,351010,35,35101010
011264,20000831,2000,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20010831,2001,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20020831,2002,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20030831,2003,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20040831,2004,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20050831,2005,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20060831,2006,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20070831,2007,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20080831,2008,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20090831,2009,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20100831,2010,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20110831,2011,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20120831,2012,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20130831,2013,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20140831,2014,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20150831,2015,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20160831,2016,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011264,20170831,2017,INDL,C,D,STD,USD,A,3010,301010,30,30101010
011304,20001231,2000,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20011231,2001,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20021231,2002,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20031231,2003,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20041231,2004,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20051231,2005,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20061231,2006,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20071231,2007,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20081231,2008,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20091231,2009,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20101231,2010,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20111231,2011,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20121231,2012,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20131231,2013,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20141231,2014,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20151231,2015,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011304,20161231,2016,INDL,C,D,STD,USD,A,5510,551030,55,55103010
011584,20000131,1999,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20010131,2000,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20020131,2001,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20030131,2002,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20040131,2003,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20050131,2004,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20060131,2005,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20070131,2006,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20080131,2007,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20090131,2008,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20100131,2009,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20110131,2010,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20120131,2011,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20130131,2012,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20140131,2013,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20150131,2014,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20160131,2015,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011584,20170131,2016,INDL,C,D,STD,USD,A,2550,255040,25,25504010
011669,20000731,2000,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20010731,2001,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20020731,2002,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20030731,2003,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20040731,2004,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20050731,2005,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20060731,2006,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20070731,2007,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20080731,2008,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20090731,2009,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20100731,2010,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20110731,2011,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20120731,2012,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011669,20130731,2013,INDL,C,D,STD,USD,I,2550,255040,25,25504040
011770,20001231,2000,FS,C,D,STD,USD,A,4020,402030,40,40203020
011770,20001231,2000,INDL,C,D,STD,USD,A,4020,402030,40,40203020
011770,20011231,2001,FS,C,D,STD,USD,A,4020,402030,40,40203020
011770,20011231,2001,INDL,C,D,STD,USD,A,4020,402030,40,40203020
011770,20021231,2002,FS,C,D,STD,USD,A,4020,402030,40,40203020
011770,20021231,2002,INDL,C,D,STD,USD,A,4020,402030,40,40203020
